Navajo Sentence,Detected Language,Confidence,Translation to English,Back Translation
Bitsʼíís éí diłhiłgo dibéłchíʼí; bitsiiyah dóó binághah éí diłhiłgo halbá; bizééʼ éí halzhin; bidaaʼ éí diłhił.,is,1,Bitsʼíís éí diłhiłgo dibéłchíʼí; bitsiiyah dóó binághah éí diłhiłgo halbá; bizééʼ éí halzhin; bidaaʼ éí diłhił.,Bitsʼíís éí diłhiłgo dibéłchíʼí; bitsiiyah dóó binághah éí diłhiłgo halbá; bizééʼ éí halzhin; bidaaʼ éí diłhił.
Bitsʼíís éí diłhiłgo dibéłchíʼí; bitsiiyah éí halchííʼ; bizééʼ éí łigai; bitéél éí łigai dóó diłhiłgo łikizh; bidaaʼ éí łibá dóó shiyish.,is,0.7164446115493774,Bitsʼíís éí diłhiłgo dibéłchíʼí; bitsiiyah éí halchííʼ; bizééʼ éí łigai; bitéél éí łigai dóó diłhiłgo łikizh; bidaaʼ éí łibá dóó shiyish.,Bitsʼíís éí diłhiłgo dibéłchíʼí; bitsiiyah éí halchííʼ; bizééʼ éí łigai; bitéél éí łigai dóó diłhiłgo łikizh; bidaaʼ éí łibá dóó shiyish.
Bitsʼíís éí diłhiłgo dibéłchíʼí; biwos éí łitso; bitéél dóó bibid éí łibáago yistłʼin; binááʼ éí diłhił.,is,1,Bitsʼíís éí diłhiłgo dibéłchíʼí; biwos éí łitso; bitéél dóó bibid éí łibáago yistłʼin; binááʼ éí diłhił.,Bitsʼíís éí diłhiłgo dibéłchíʼí; biwos éí łitso; bitéél dóó bibid éí łibáago yistłʼin; binááʼ éí diłhił.
Bitsʼíís éí diłhiłgo dibéłchíʼí; bizééʼ diłhiłgo dootłʼizh; bidaaʼ éí áłtsʼíísí.,is,1,Bitsʼíís éí diłhiłgo dibéłchíʼí; bizééʼ diłhiłgo dootłʼizh; bidaaʼ éí áłtsʼíísí.,Bitsʼíís éí diłhiłgo dibéłchíʼí; bizééʼ diłhiłgo dootłʼizh; bidaaʼ éí áłtsʼíísí.
Bitsʼíís éí diłhiłgo dibéłchíʼí; bizééʼ dóó bitéél éí łigai; bidaaʼ éí łibá dóó shiyish.,ln,0.5622267723083496,Bitsʼíís éí diłhiłgo dibéłchíʼí; bizé&#39;s two bites are łigai; bidaa&#39; is a Shiyish woman.,Bitsʼíís éí diłhiłgo dibéłchíʼí; bizé mibale ya koswa ezali łigai; bidaa&#39; azali mwasi ya Shiyish.
Bitsʼíís éí diłhiłgo dibéłchíʼí dóó dijool dóó tʼóó bíyó dichʼíízh; binááʼ éí diłhił.,is,1,Bitsʼíís éí diłhiłgo dibéłchíʼí dóó dijool dóó tʼóó bíyó dichʼíízh; binááʼ éí diłhił.,Bitsʼíís éí diłhiłgo dibéłchíʼí dóó dijool dóó tʼóó bíyó dichʼíízh; binááʼ éí diłhił.
Bitsʼíís éí diłhiłgo dibéłchíʼí dóó dinilbáago naashchʼąąʼ; bitéél éí dinilgai; binááʼ éí diłhiłgo dinilgai.,is,1,Bitsʼíís éí diłhiłgo dibéłchíʼí dóó dinilbáago naashchʼąąʼ; bitéél éí dinilgai; binááʼ éí diłhiłgo dinilgai.,Bitsʼíís éí diłhiłgo dibéłchíʼí dóó dinilbáago naashchʼąąʼ; bitéél éí dinilgai; binááʼ éí diłhiłgo dinilgai.
Bitsʼíís éí diłhiłgo dibéłchíʼí dóó dinilzhingo noodǫ́ǫ́z; binááʼ éí diłhił.,is,1,Bitsʼíís éí diłhiłgo dibéłchiʼí dóó dinilzhingo noodǫ́ǫ́z; binááʼ éí diłhił.,Bitsʼíís éí diłhiłgo dibéłchiʼí dóó dinilzhingo noodǫ́ǫ́z; binááʼ éí diłhił.
Bitsʼíís éí diłhiłgo dibéłchíʼí dóó łibáago naashchʼąąʼ; binááʼ éí dinilbá.,is,1,Bitsʼíís éí diłhiłgo dibéłchíʼí dóó łibáago naashchʼąąʼ; binááʼ éí dinilbá.,Bitsʼíís éí diłhiłgo dibéłchíʼí dóó łibáago naashchʼąąʼ; binááʼ éí dinilbá.
Bitsʼíís éí diłhiłgo dibéłchíʼí dóó łibá; bikʼos éí halchííʼ; bizééʼ éí łigai; bitsiitʼáád dóó bítááʼ éí łizhin.,is,1,Bitsʼíís éí diłhiłgo dibéłchíʼí dóó łibá; bikʼos éí halchííʼ; bizééʼ éí łigai; bitsiitʼáád dóó bítááʼ éí łizhin.,Bitsʼíís éí diłhiłgo dibéłchíʼí dóó łibá; bikʼos éí halchííʼ; bizééʼ éí łigai; bitsiitʼáád dóó bítááʼ éí łizhin.
Bitsʼíís éí diłhiłgo dibéłchíʼí dóó łigaigo yistłʼin łeh; bitseeʼ éí nineez; binááʼ éí diłhił.,is,1,Bitsʼíís éí diłhiłgo dibéłchíʼí dóó łigaigo yistłʼin łeh; bitseeʼ éí nineez; binááʼ éí diłhił.,Bitsʼíís éí diłhiłgo dibéłchíʼí dóó łigaigo yistłʼin łeh; bitseeʼ éí nineez; binááʼ éí diłhił.
Bitsʼíís éí diłhiłgo dibéłchíʼí dóó łizhingo naashchʼąąʼ; binááʼ éí łitso; bidaaʼ éí łizhin.,is,1,Bitsʼíís éí diłhiłgo dibéłchíʼí dóó łizhingo naashchʼąąʼ; binááʼ éí łitso; bidaaʼ éí łizhin.,Bitsʼíís éí diłhiłgo dibéłchíʼí dóó łizhingo naashchʼąąʼ; binááʼ éí łitso; bidaaʼ éí łizhin.
Bitsʼíís éí diłhiłgo dibéłchíʼí dóó łizhingo naashchʼąąʼ; bitłʼaaʼ éí łigai; bidaaʼ éí łizhin.,is,1,Bitsʼíís éí diłhiłgo dibéłchíʼí dóó łizhingo naashchʼąąʼ; bitłʼaaʼ éí łigai; bidaaʼ éí łizhin.,Bitsʼíís éí diłhiłgo dibéłchíʼí dóó łizhingo naashchʼąąʼ; bitłʼaaʼ éí łigai; bidaaʼ éí łizhin.
Bitsʼíís éí diłhiłgo dibéłchíʼí dóó łizhingo naashchʼąąʼ; bitsiiʼ éí łizhin dóó dinilgai; binááʼ éí łichííʼ; bidaaʼ éí łizhin.,is,1,Bitsʼíís éí diłhiłgo dibéłchíʼí dóó łizhingo naashchʼąąʼ; bitsiiʼ éí łizhin dóó dinilgai; binááʼ éí łichííʼ; bidaaʼ éí łizhin.,Bitsʼíís éí diłhiłgo dibéłchíʼí dóó łizhingo naashchʼąąʼ; bitsiiʼ éí łizhin dóó dinilgai; binááʼ éí łichííʼ; bidaaʼ éí łizhin.
Bitsʼíís éí diłhiłgo dibéłchíʼígíí; bitéél éí dinilbá; binááʼ éí ntsaa.,is,0.8085756897926331,Bitsʼíís éí diłhiłgo dibéłchíʼígíí; bitéél éí dinilbá; binááʼ éí ntsaa.,Bitsʼíís éí diłhiłgo dibéłchíʼígíí; bitéél éí dinilbá; binááʼ éí ntsaa.
Bitsʼíís éí diłhiłgo dibéłchíʼí; łaʼ éí bizééʼ daalgai; bidaaʼ éí diłhił.,is,1,Bitsʼíís éí diłhiłgo dibéłchíʼí; łaʼ éí bizééʼ daalgai; bidaaʼ éí diłhił.,Bitsʼíís éí diłhiłgo dibéłchíʼí; łaʼ éí bizééʼ daalgai; bidaaʼ éí diłhił.
Bitsʼíís éí diłhiłgo diłhiłgo naashchʼąąʼ; bijáád éí diłhił dóó łichííʼ; bitéél éí dinilgai; binááʼ éí diłhił.,is,1,Bitsʼíís éí diłhiłgo diłhiłgo naashchʼąąʼ; bijáád éí diłhił dóó łichííʼ; bitéél éí dinilgai; binááʼ éí diłhił.,Bitsʼíís éí diłhiłgo diłhiłgo naashchʼąąʼ; bijáád éí diłhił dóó łichííʼ; bitéél éí dinilgai; binááʼ éí diłhił.
Bitsʼíís éí diłhiłgo dinilbá; bidaaʼ éí łizhin.,is,1,Bitsʼíís éí diłhiłgo dinilbá; bidaaʼ éí łizhin.,Bitsʼíís éí diłhiłgo dinilbá; bidaaʼ éí łizhin.
Bitsʼíís éí diłhiłgo dinilbá dóó tsédídéehgo dootłʼizh łeh; bitseeʼ éí nineez; bijáád doo hólǫ́ǫ da; binááʼ éí áłtsʼíísí.,is,0.7919402718544006,Bitsʼíís éí diłhiłgo dinilbá dóó tsédídéehgo dootłʼizh łeh; bitseeʼ éí nineez; bijáád doo hólǫ́ǫ da; binááʼ éí áłtsʼíísí.,Bitsʼíís éí diłhiłgo dinilbá dóó tsédídéehgo dootłʼizh łeh; bitseeʼ éí nineez; bijáád doo hólǫ́ǫ da; binááʼ éí áłtsʼíísí.
Bitsʼíís éí diłhiłgo dinilchííʼ; binátsʼiin éí łigai; bidaaʼ éí diłhił.,is,1,Bitsʼíís éí diłhiłgo dinilchííʼ; binátsʼiin éí łigai; bidaaʼ éí diłhił.,Bitsʼíís éí diłhiłgo dinilchííʼ; binátsʼiin éí łigai; bidaaʼ éí diłhił.
Bitsʼíís éí diłhiłgo dinilchííʼ; bitłʼaakááʼ éí diłhiłgo dibéłchíʼí; bidaaʼ éí diłhił.,is,1,Bitsʼíís éí diłhiłgo dinilchííʼ; bitłʼaakááʼ éí diłhiłgo dibéłchíʼí; bidaaʼ éí diłhił.,Bitsʼíís éí diłhiłgo dinilchííʼ; bitłʼaakááʼ éí diłhiłgo dibéłchíʼí; bidaaʼ éí diłhił.
Bitsʼíís éí diłhiłgo diniltso; bitʼaʼ dóó bitseeʼ éí dinilzhin; bidaaʼ éí diłhił.,is,1,Bitsʼíís éí diłhiłgo diniltso; bitʼaʼ dóó bitseeʼ éí dinilzhin; bidaaʼ éí diłhił.,Bitsʼíís éí diłhiłgo diniltso; bitʼaʼ dóó bitseeʼ éí dinilzhin; bidaaʼ éí diłhił.
Bitsʼíís éí diłhiłgo diniltso; bitʼaʼ dóó bitseeʼ éí dinilzhin; bidaaʼ éí łibá.,is,1,Bitsʼíís éí diłhiłgo diniltso; bitʼaʼ dóó bitseeʼ éí dinilzhin; bidaaʼ éí łibá.,Bitsʼíís éí diłhiłgo diniltso; bitʼaʼ dóó bitseeʼ éí dinilzhin; bidaaʼ éí łibá.
Bitsʼíís éí diłhiłgo diniltso; bitʼaʼ éí łizhin dóó łitsogo naashchʼąąʼ; binákʼee éí halchííʼ; bítááʼ éí halbá; bidaaʼ éí diłhił.,is,1,Bitsʼíís éí diłhiłgo diniltso; bitʼaʼ éí łizhin dóó łitsogo naashchʼąąʼ; binákʼee éí halchííʼ; bítááʼ éí halbá; bidaaʼ éí diłhił.,Bitsʼíís éí diłhiłgo diniltso; bitʼaʼ éí łizhin dóó łitsogo naashchʼąąʼ; binákʼee éí halchííʼ; bítááʼ éí halbá; bidaaʼ éí diłhił.
Bitsʼíís éí diłhiłgo diniltso; bizééʼ dóó binátsʼiin éí łitso; bidaaʼ éí diłhił.,is,1,Bitsʼíís éí diłhiłgo diniltso; bizééʼ dóó binátsʼiin éí łitso; bidaaʼ éí diłhił.,Bitsʼíís éí diłhiłgo diniltso; bizééʼ dóó binátsʼiin éí łitso; bidaaʼ éí diłhił.
Bitsʼíís éí diłhiłgo diniltso; bizééʼ dóó bitéél éí dinilbá; bitʼaʼ éí dinilzhin dóó łitsogo naashchʼąąʼ; bidaaʼ éí diłhił.,is,1,Bitsʼíís éí diłhiłgo diniltso; bizééʼ dóó bitéél éí dinilbá; bitʼaʼ éí dinilzhin dóó łitsogo naashchʼąąʼ; bidaaʼ éí diłhił.,Bitsʼíís éí diłhiłgo diniltso; bizééʼ dóó bitéél éí dinilbá; bitʼaʼ éí dinilzhin dóó łitsogo naashchʼąąʼ; bidaaʼ éí diłhił.
Bitsʼíís éí diłhiłgo diniltsxo; binááʼ éí dinilbá.,is,1,Bitsʼíís éí diłhiłgo diniltsxo; binááʼ éí dinilbá.,Bitsʼíís éí diłhiłgo diniltsxo; binááʼ éí dinilbá.
Bitsʼíís éí diłhiłgo diniltsxo; bitʼaʼ éí dibéłchíʼí; bitsiiʼ éí dootłʼizhgo łibá; bidaaʼ éí dinilbá dóó kʼíjíjin.,is,1,Bitsʼíís éí diłhiłgo diniltsxo; bitʼaʼ éí dibéłchíʼí; bitsiiʼ éí dootłʼizhgo łibá; bidaaʼ éí dinilbá dóó kʼíjíjin.,Bitsʼíís éí diłhiłgo diniltsxo; bitʼaʼ éí dibéłchíʼí; bitsiiʼ éí dootłʼizhgo łibá; bidaaʼ éí dinilbá dóó kʼíjíjin.
Bitsʼíís éí diłhiłgo diniltsxo; bitʼaʼ éí yishtłizhgo naashchʼąąʼ; bitsiitʼáád éí łizhin dóó łigaigo yistłʼin; bidaaʼ éí łizhin dóó doo nineez da.,is,0.779937744140625,Bitsʼíís éí diłhiłgo diniltsxo; bitʼaʼ éí yishtłizhgo naashchʼąąʼ; bitsiitʼáád éí łizhin dóó łigaigo yistłʼin; bidaaʼ éí łizhin dóó doo nineez da.,Bitsʼíís éí diłhiłgo diniltsxo; bitʼaʼ éí yishtłizhgo naashchʼąąʼ; bitsiitʼáád éí łizhin dóó łigaigo yistłʼin; bidaaʼ éí łizhin dóó doo nineez da.
Bitsʼíís éí diłhiłgo dinilzhin; bibid éí halzhin; bitseeʼ éí nineez; binááʼ éí diłhił.,is,1,Bitsʼíís éí diłhiłgo dinilzhin; bibid éí halzhin; bitseeʼ éí nineez; binááʼ éí diłhił.,Bitsʼíís éí diłhiłgo dinilzhin; bibid éí halzhin; bitseeʼ éí nineez; binááʼ éí diłhił.
Bitsʼíís éí diłhiłgo dinilzhin; binághah éí chʼilgo dootłʼizh łeh; bitseeʼ éí nineez; binááʼ éí diłhił.,is,1,Bitsʼíís éí diłhiłgo dinilzhin; binághah éí chʼilgo dootłʼizh łeh; bitseeʼ éí nineez; binááʼ éí diłhił.,Bitsʼíís éí diłhiłgo dinilzhin; binághah éí chʼilgo dootłʼizh łeh; bitseeʼ éí nineez; binááʼ éí diłhił.
Bitsʼíís éí diłhiłgo dinilzhin; binághah éí dah dzígai łeh; binááʼ éí diłhiłgo diniltso.,is,0.9854145050048828,Bitsʼíís éí diłhiłgo dinilzhin; binághah éí dah dzígai łeh; binááʼ éí diłhiłgo diniltso.,Bitsʼíís éí diłhiłgo dinilzhin; binághah éí dah dzígai łeh; binááʼ éí diłhiłgo diniltso.
Bitsʼíís éí diłhiłgo dinilzhin; biniitsįʼ éí łitsxo łeh; bitéél éí łibá; bitseeʼ éí nineez; binááʼ éí diłhił.,is,1,Bitsʼíís éí diłhiłgo dinilzhin; biniitsįʼ éí łitsxo łeh; bitéél éí łibá; bitseeʼ éí nineez; binááʼ éí diłhił.,Bitsʼíís éí diłhiłgo dinilzhin; biniitsįʼ éí łitsxo łeh; bitéél éí łibá; bitseeʼ éí nineez; binááʼ éí diłhił.
Bitsʼíís éí diłhiłgo dinilzhin; bitéél dóó bitłʼaaʼ éí łigai dóó łizhingo naashchʼąąʼ; bizééʼ éí łigai; bidaaʼ éí łibá.,is,1,Bitsʼíís éí diłhiłgo dinilzhin; bitéél dóó bitłʼaaʼ éí łigai dóó łizhingo naashchʼąąʼ; bizééʼ éí łigai; bidaaʼ éí łibá.,Bitsʼíís éí diłhiłgo dinilzhin; bitéél dóó bitłʼaaʼ éí łigai dóó łizhingo naashchʼąąʼ; bizééʼ éí łigai; bidaaʼ éí łibá.
Bitsʼíís éí diłhiłgo dinilzhin; bitéél éí dinilbá; binááʼ éí ntsaa.,is,0.7754683494567871,Bitsʼíís éí diłhiłgo dinilzhin; bitéél éí dinilbá; binááʼ éí ntsaa.,Bitsʼíís éí diłhiłgo dinilzhin; bitéél éí dinilbá; binááʼ éí ntsaa.
Bitsʼíís éí diłhiłgo dinilzhin; bitéél éí dinilgai; binááʼ éí łitso.,is,1,Bitsʼíís éí diłhiłgo dinilzhin; bitéél éí dinilgai; binááʼ éí łitso.,Bitsʼíís éí diłhiłgo dinilzhin; bitéél éí dinilgai; binááʼ éí łitso.
Bitsʼíís éí diłhiłgo dinilzhin; bitéél éí dinilgai dóó łizhingo noodǫ́ǫ́z; bidaaʼ éí łizhin.,is,1,Bitsʼíís éí diłhiłgo dinilzhin; bitéél éí dinilgai dóó łizhingo noodǫ́ǫ́z; bidaaʼ éí łizhin.,Bitsʼíís éí diłhiłgo dinilzhin; bitéél éí dinilgai dóó łizhingo noodǫ́ǫ́z; bidaaʼ éí łizhin.
Bitsʼíís éí diłhiłgo dinilzhin; bitłʼaaʼ éí dibéłchíʼí; bidaaʼ éí łizhin.,is,1,Bitsʼíís éí diłhiłgo dinilzhin; bitłʼaaʼ éí dibéłchíʼí; bidaaʼ éí łizhin.,Bitsʼíís éí diłhiłgo dinilzhin; bitłʼaaʼ éí dibéłchíʼí; bidaaʼ éí łizhin.
Bitsʼíís éí diłhiłgo dinilzhin; bitłʼaaʼ éí dinilgai; bitseeʼ éí nineez; binááʼ éí łitso.,is,1,Bitsʼíís éí diłhiłgo dinilzhin; bitłʼaaʼ éí dinilgai; bitseeʼ éí nineez; binááʼ éí łitso.,Bitsʼíís éí diłhiłgo dinilzhin; bitłʼaaʼ éí dinilgai; bitseeʼ éí nineez; binááʼ éí łitso.
Bitsʼíís éí diłhiłgo dinilzhin; bitseeʼ éí nineez; bijáád doo hólǫ́ǫ da; binááʼ éí áłtsʼíísí.,is,0.9525763392448425,Bitsʼíís éí diłhiłgo dinilzhin; bitseeʼ éí nineez; bijáád doo hólǫ́ǫ da; binááʼ éí áłtsʼíísí.,Bitsʼíís éí diłhiłgo dinilzhin; bitseeʼ éí nineez; bijáád doo hólǫ́ǫ da; binááʼ éí áłtsʼíísí.
Bitsʼíís éí diłhiłgo dinilzhin; bitseeʼ éí nineez dóó dichʼíízh; binááʼ éí diłhił.,is,1,Bitsʼíís éí diłhiłgo dinilzhin; bitseeʼ éí nineez dóó dichʼíízh; binááʼ éí diłhił.,Bitsʼíís éí diłhiłgo dinilzhin; bitseeʼ éí nineez dóó dichʼíízh; binááʼ éí diłhił.
Bitsʼíís éí diłhiłgo dinilzhin; bizábąąh éí łigai; binááʼ éí diłhił.,is,1,Bitsʼíís éí diłhiłgo dinilzhin; bizábąąh éí łigai; binááʼ éí diłhił.,Bitsʼíís éí diłhiłgo dinilzhin; bizábąąh éí łigai; binááʼ éí diłhił.
Bitsʼíís éí diłhiłgo dinilzhin; bizééʼ dóó bitéél éí łigai; bidaaʼ éí łizhin.,is,1,Bitsʼíís éí diłhiłgo dinilzhin; bizééʼ dóó bitéél éí łigai; bidaaʼ éí łizhin.,Bitsʼíís éí diłhiłgo dinilzhin; bizééʼ dóó bitéél éí łigai; bidaaʼ éí łizhin.
Bitsʼíís éí diłhiłgo dinilzhin; bizééʼ éí łibágo łikizh; bidaaʼ éí łibá.,is,1,Bitsʼíís éí diłhiłgo dinilzhin; bizééʼ éí łibágo łikizh; bidaaʼ éí łibá.,Bitsʼíís éí diłhiłgo dinilzhin; bizééʼ éí łibágo łikizh; bidaaʼ éí łibá.
Bitsʼíís éí diłhiłgo dinilzhin dóó dinilgaigo yistłʼin; bitseeʼ éí nineez; binááʼ éí diłhił.,is,1,Bitsʼíís éí diłhiłgo dinilzhin dóó dilingaigo yistłʼin; bitseeʼ éí nineez; binááʼ éí diłhił.,Bitsʼíís éí diłhiłgo dinilzhin dóó dilingaigo yistłʼin; bitseeʼ éí nineez; binááʼ éí diłhił.
Bitsʼíís éí diłhiłgo dinilzhin dóó łibáago yistłʼin; bitsiitsʼiin éí ntsaa; bitseeʼ éí nineez; binááʼ éí diłhił.,is,0.8891501426696777,Bitsʼíís éí diłhiłgo dinilzhin dóó łibáago yistłʼin; bitsiitsʼiin éí ntsaa; bitseeʼ éí nineez; binááʼ éí diłhił.,Bitsʼíís éí diłhiłgo dinilzhin dóó łibáago yistłʼin; bitsiitsʼiin éí ntsaa; bitseeʼ éí nineez; binááʼ éí diłhił.
Bitsʼíís éí diłhiłgo dinooltłʼizh; łaʼ éí binághah yágo dadootłʼizh; bitéél éí dinilbá; bitʼaʼ éí diłhił.,is,1,Bitsʼíís éí diłhiłgo dinooltłʼizh; łaʼ éí binághah yágo dadootłʼizh; bitéél éí dinilbá; bitʼaʼ éí diłhił.,Bitsʼíís éí diłhiłgo dinooltłʼizh; łaʼ éí binághah yágo dadootłʼizh; bitéél éí dinilbá; bitʼaʼ éí diłhił.
Bitsʼíís éí diłhiłgo dóó chʼilgo dootłʼizh; bitéél éí dinilgai; binááʼ éí diłhiłgo łitso.,is,1,Bitsʼíís éí diłhiłgo dóó chʼilgo dootłʼizh; bitéél éí dinilgai; binááʼ éí diłhiłgo łitso.,Bitsʼíís éí diłhiłgo dóó chʼilgo dootłʼizh; bitéél éí dinilgai; binááʼ éí diłhiłgo łitso.
Bitsʼíís éí diłhiłgo dootłʼizh (baʼáádígíí éí bitsʼíís łibá); bitseeʼ éí łibá; bitłʼaaʼ éí halchííʼ; bidaaʼ éí łitso dóó kʼíjíjin.,is,1,Bitsʼíís éí diłhiłgo dootłʼizh (baʼáádígíí éí bitsʼíís łibá); bitseeʼ éí łibá; bitłʼaaʼ éí halchííʼ; bidaaʼ éí łitso dóó kʼíjíjin.,Bitsʼíís éí diłhiłgo dootłʼizh (baʼáádígíí éí bitsʼíís łibá); bitseeʼ éí łibá; bitłʼaaʼ éí halchííʼ; bidaaʼ éí łitso dóó kʼíjíjin.
Bitsʼíís éí diłhiłgo dootłʼizh; bidaaʼ éí łizhin.,is,1,Bitsʼíís éí diłhiłgo dootłʼizh; bidaaʼ éí łizhin.,Bitsʼíís éí diłhiłgo dootłʼizh; bidaaʼ éí łizhin.
Bitsʼíís éí diłhiłgo dootłʼizh; binághah éí halzhin; bitʼaʼ dóó bitseeʼ éí łizhin dóó dootłʼizhgo naashchʼąąʼ; bitsiitʼáád éí dinilgaigo dichił; bidaaʼ éí łibá.,is,1,Bitsʼíís éí diłhiłgo dootłʼizh; binághah éí halzhin; bitʼaʼ dóó bitseeʼ éí łizhin dóó dootłʼizhgo naashchʼąąʼ; bitsiitʼáád éí dilingaigo dichił; bidaaʼ éí łibá.,Bitsʼíís éí diłhiłgo dootłʼizh; binághah éí halzhin; bitʼaʼ dóó bitseeʼ éí łizhin dóó dootłʼizhgo naashchʼąąʼ; bitsiitʼáád éí dilingaigo dichił; bidaaʼ éí łibá.
Bitsʼíís éí diłhiłgo dootłʼizh; binákʼee dóó bitʼaʼ dóó bitseeʼ éí łizhin; bidaaʼ éí diłhił.,is,1,Bitsʼíís éí diłhiłgo dootłʼizh; binákʼee dóó bitʼaʼ dóó bitseeʼ éí łizhin; bidaaʼ éí diłhił.,Bitsʼíís éí diłhiłgo dootłʼizh; binákʼee dóó bitʼaʼ dóó bitseeʼ éí łizhin; bidaaʼ éí diłhił.
Bitsʼíís éí diłhiłgo dootłʼizh; binákʼee éí dootłʼizh; bitseeʼ éí nineez.,is,1,Bitsʼíís éí diłhiłgo dootłʼizh; binákʼee éí dootłʼizh; bitseeʼ éí nineez.,Bitsʼíís éí diłhiłgo dootłʼizh; binákʼee éí dootłʼizh; bitseeʼ éí nineez.
Bitsʼíís éí diłhiłgo dootłʼizh; binákʼee éí halzhin; bidaaʼ éí łizhin.,is,1,Bitsʼíís éí diłhiłgo dootłʼizh; binákʼee éí halzhin; bidaaʼ éí łizhin.,Bitsʼíís éí diłhiłgo dootłʼizh; binákʼee éí halzhin; bidaaʼ éí łizhin.
Bitsʼíís éí diłhiłgo dootłʼizh; bińakʼee éí halzhin; bitʼaʼ éí kʼíjíjin; bidaaʼ éí diłhił.,is,1,Bitsʼíís éí diłhiłgo dootłʼizh; bińakʼee éí halzhin; bitʼaʼ éí kʼíjíjin; bidaaʼ éí diłhił.,Bitsʼíís éí diłhiłgo dootłʼizh; bińakʼee éí halzhin; bitʼaʼ éí kʼíjíjin; bidaaʼ éí diłhił.
Bitsʼíís éí diłhiłgo dootłʼizh; binátsʼiin éí łigai; bidaaʼ éí łizhin ałdóʼ.,is,1,Bitsʼíís éí diłhiłgo dootłʼizh; binátsʼiin éí łigai; bidaaʼ éí łizhin ałdóʼ.,Bitsʼíís éí diłhiłgo dootłʼizh; binátsʼiin éí łigai; bidaaʼ éí łizhin ałdóʼ.
Bitsʼíís éí diłhiłgo dootłʼizh; bitʼaʼ dóó bitseeʼ éí dinilzhin; bidaaʼ éí łibá.,is,1,Bitsʼíís éí diłhiłgo dootłʼizh; bitʼaʼ dóó bitseeʼ éí dinilzhin; bidaaʼ éí łibá.,Bitsʼíís éí diłhiłgo dootłʼizh; bitʼaʼ dóó bitseeʼ éí dinilzhin; bidaaʼ éí łibá.
Bitsʼíís éí diłhiłgo dootłʼizh; bitʼaʼ dóó bitseeʼ éí kʼíjíjin; bidaaʼ éí diłhił.,is,1,Bitsʼíís éí diłhiłgo dootłʼizh; bitʼaʼ dóó bitseeʼ éí kʼíjíjin; bidaaʼ éí diłhił.,Bitsʼíís éí diłhiłgo dootłʼizh; bitʼaʼ dóó bitseeʼ éí kʼíjíjin; bidaaʼ éí diłhił.
